"","name","city","postalcode","address","url","long","lat"
"6080","SALLE LE 3 MATS","Les Sables D Olonne","85100","1 PROMENADE MARECHAL JOFFRE","https://www.ticketmaster.fr/fr/salle/les-atlantes-les-sables-d-olonne/idsite/514","-1.771267","46.496178"
"6081","CABARET GOLD PALACE","Lonrai","61250","Salle L'Eclat","https://www.ticketmaster.fr/fr/salle/cabaret-gold-palace/idsite/17037","0.039444","48.460195"
"6082","Restaurant O COMPTOIR - PARIS RG","Paris","75005","12 rue saint Séverin","https://www.ticketmaster.fr/fr/salle/restaurant-o-comptoir-paris-rg/idsite/17039","2.3457","48.852287"
"6083","COUR DU CHATEAU BORELY","Marseille","13008","134 avenue Clôt Bey","https://www.ticketmaster.fr/fr/salle/cour-du-chateau-borely/idsite/17015","5.382383","43.256046"
"6084","OENANIM - AQUITAINE","St Loubes","33450","PROPRIETES VITICOLES","https://www.ticketmaster.fr/fr/salle/oenanim/idsite/16512","-0.429737","44.917658"
"6085","SALLE COLYS'HAIE","Tinchebray Bocage","61800","rue des Bourreliers","https://www.ticketmaster.fr/fr/salle/salle-colys-haie-tinchebray-bocage/idsite/17023","-0.733047","48.761302"
"6086","L'ATERNATEUR","Niort","79000","PLACE DENFERT ROCHEREAU","https://www.ticketmaster.fr/fr/salle/l-aternateur/idsite/17026","-0.459464","46.330101"
"6087","PLAGE DES CATALANS","MARSEILLE","13007",".","http://www.ticketmaster.fr/fr/salle/plage-des-catalans/idsite/17016",NA,NA
"6088","LE SETE - GRISY LES PLATRES","Grisy Les Platres","95810","02, rue general de gaulle","https://www.ticketmaster.fr/fr/salle/le-sete-grisy-les-platres/idsite/17012","2.049134","49.131613"
"6089","LES GRENIERS DE L'ABBAYE","Vendome","41100","Ruelle des Grands Greniers","https://www.ticketmaster.fr/fr/salle/les-greniers-de-l-abbaye/idsite/17009","1.068042","47.791566"
"6090","JETLAGS PARIS","Paris","75020","42, RUE D'AVRON","https://www.ticketmaster.fr/fr/salle/jetlags-paris/idsite/17021","2.402133","48.852003"
"6091","LAC DE PUIVERT","Puivert","11230",".","https://www.ticketmaster.fr/fr/salle/lac-de-puivert/idsite/17028","4.3812","44.027652"
"6092","EGLISE SAINT GEORGES","St Georges Sur Eure","28190","Rue de l'Eglise","https://www.ticketmaster.fr/fr/salle/eglise-saint-georges/idsite/17010","1.353088","48.418266"
"6093","COMPLEXE CULTUREL FRANCOIS MITTERAND","SARRALBE","57430","57430 SARRALBE","http://www.ticketmaster.fr/fr/salle/complexe-culturel-francois-mitterand/idsite/17056","7.025423","48.99566"
"6094","FREAKED STUDIO","Betheny","51450","RUE CHARLES D'ESTAING","https://www.ticketmaster.fr/fr/salle/freaked-studio/idsite/17057","4.043358","49.273079"
"6095","CIRQUE LA PISTE D'OR","Oyonnax","01100","PLACE DU CHAMP DE FOIRE","https://www.ticketmaster.fr/fr/salle/cirque-la-piste-d-or/idsite/15751","5.655839","46.257499"
"6096","LIEU TENU SECRET EN BORD DE MER A MARSEILLE","MARSEILLE 07","13007","?","http://www.ticketmaster.fr/fr/salle/lieu-tenu-secret-en-bord-de-mer-a-marseille/idsite/17018","5.34728","43.2822"
"6097","EGLISE ST-SEVERIN","Chenac St Seurin D Uzet","17120","RUE DU CAVIAR","https://www.ticketmaster.fr/fr/salle/eglise-st-severin-chenac-st-seurin-d-uzet/idsite/17058","-0.826141","45.51674"
